,FSA_SystemDate,Transaction_Type,Behavioural draw-downs of committed facilities,Behavioural inflows from loans and advances,Behavioural outflows from deposits
2726,2023-09-22,C6050,0.0,0.0,0.0
2727,2023-09-22,C6060,0.0,0.0,0.0
2728,2023-09-22,C6070,0.0,0.0,0.0
2729,2023-09-22,C6080,0.0,0.0,0.0
2730,2023-09-22,C6090,0.0,0.0,0.0
2731,2023-09-22,C7000,0.0,0.0,0.0
2732,2023-09-22,C7010,0.0,0.0,0.0
2733,2023-09-22,C7020,0.0,0.0,0.0
2734,2023-09-22,C7030,0.0,0.0,0.0
2735,2023-09-22,C7040,0.0,0.0,0.0
2736,2023-09-22,C7050,0.0,0.0,0.0
2737,2023-09-22,C7060,0.0,0.0,0.0
2738,2023-09-22,C7070,0.0,0.0,0.0
2739,2023-09-22,C7080,0.0,0.0,0.0
2740,2023-09-22,C7090,0.0,0.0,0.0
2741,2023-09-22,C7100,0.0,0.0,0.0
2742,2023-09-22,C7110,0.0,0.0,0.0
2743,2023-09-22,C7120,0.0,0.0,0.0
2744,2023-09-22,C7130,0.0,0.0,0.0
2745,2023-09-22,C7140,0.0,0.0,0.0
2746,2023-09-22,C7150,0.0,0.0,0.0
2747,2023-09-22,C7160,0.0,0.0,0.0
2748,2023-09-22,C7170,0.0,0.0,0.0
2749,2023-09-22,C7180,0.0,0.0,0.0
2750,2023-09-22,C7190,0.0,0.0,0.0
2751,2023-09-22,C7200,0.0,0.0,0.0
2752,2023-09-22,C7210,0.0,0.0,0.0
2753,2023-09-22,C7220,0.0,0.0,0.0
2754,2023-09-22,C7230,0.0,0.0,0.0
2755,2023-09-22,C7240,0.0,0.0,0.0
2756,2023-09-22,C7250,0.0,0.0,0.0
2757,2023-09-22,C7260,0.0,0.0,0.0
2758,2023-09-22,C7270,0.0,0.0,0.0
2759,2023-09-22,C7280,0.0,0.0,0.0
2760,2023-09-22,C7290,0.0,0.0,0.0
2761,2023-09-22,C7300,0.0,0.0,0.0
2762,2023-09-22,C7310,0.0,0.0,0.0
2763,2023-09-22,C7320,0.0,0.0,0.0
2764,2023-09-22,C7330,0.0,0.0,0.0
2765,2023-09-22,C7340,0.0,0.0,0.0
2766,2023-09-22,C7350,0.0,0.0,0.0
2767,2023-09-22,C7360,0.0,0.0,0.0
2768,2023-09-22,C7370,0.0,0.0,0.0
2769,2023-09-22,C7380,0.0,0.0,0.0
2770,2023-09-22,C7390,0.0,0.0,0.0
2771,2023-09-22,C7400,0.0,0.0,0.0
2772,2023-09-22,C7410,0.0,0.0,0.0
2773,2023-09-22,C7420,0.0,0.0,0.0
2774,2023-09-22,C7430,0.0,0.0,0.0
2775,2023-09-22,C7440,0.0,0.0,0.0
2776,2023-09-22,C7450,0.0,0.0,0.0
2777,2023-09-22,C7460,0.0,0.0,0.0
2778,2023-09-22,C7470,0.0,0.0,0.0
2779,2023-09-22,C7480,0.0,0.0,0.0
2780,2023-09-22,C7490,0.0,0.0,0.0
2781,2023-09-22,C7500,0.0,0.0,0.0
2782,2023-09-22,C7510,0.0,0.0,0.0
2783,2023-09-22,C7520,0.0,0.0,0.0
2784,2023-09-22,C7530,0.0,0.0,0.0
2785,2023-09-22,C7540,0.0,0.0,0.0
2786,2023-09-22,C7550,0.0,0.0,0.0
2787,2023-09-22,C7560,0.0,0.0,0.0
2788,2023-09-22,C7570,0.0,0.0,0.0
2789,2023-09-22,C7580,0.0,0.0,0.0
2790,2023-09-22,C7590,0.0,0.0,0.0
2791,2023-09-22,C7600,0.0,0.0,0.0
2792,2023-09-22,C7610,0.0,0.0,0.0
2793,2023-09-22,C7620,0.0,0.0,0.0
2794,2023-09-22,C7630,0.0,0.0,0.0
2795,2023-09-22,C7640,0.0,0.0,0.0
2796,2023-09-22,C7650,0.0,0.0,0.0
2797,2023-09-22,C7660,0.0,0.0,0.0
2798,2023-09-22,C7670,0.0,0.0,0.0
2799,2023-09-22,C7680,0.0,0.0,0.0
2800,2023-09-22,C7690,0.0,0.0,0.0
2801,2023-09-22,C7700,0.0,0.0,0.0
2802,2023-09-22,C7710,0.0,0.0,0.0
2803,2023-09-22,C7720,0.0,0.0,0.0
2804,2023-09-22,C7730,0.0,0.0,0.0
2805,2023-09-22,C7740,0.0,0.0,0.0
2806,2023-09-22,C7750,0.0,0.0,0.0
2807,2023-09-22,C7760,0.0,0.0,0.0
2808,2023-09-29,C010,0.0,0.0,0.0
2809,2023-09-29,C020,0.0,0.0,0.0
2810,2023-09-29,C030,0.0,0.0,0.0
2811,2023-09-29,C040,0.0,0.0,0.0
2812,2023-09-29,C050,0.0,0.0,0.0
2813,2023-09-29,C060,0.0,0.0,0.0
2814,2023-09-29,C070,0.0,0.0,0.0
2815,2023-09-29,C080,0.0,0.0,0.0
2816,2023-09-29,C090,0.0,0.0,0.0
2817,2023-09-29,C100,0.0,0.0,0.0
2818,2023-09-29,C110,0.0,0.0,0.0
2819,2023-09-29,C120,0.0,0.0,0.0
2820,2023-09-29,C130,0.0,0.0,0.0
2821,2023-09-29,C140,0.0,0.0,0.0
2822,2023-09-29,C150,0.0,0.0,0.0
2823,2023-09-29,C160,0.0,0.0,0.0
2824,2023-09-29,C170,0.0,0.0,0.0
2825,2023-09-29,C180,0.0,0.0,0.0
2826,2023-09-29,C190,0.0,0.0,0.0
2827,2023-09-29,C200,0.0,0.0,0.0
2828,2023-09-29,C210,0.0,0.0,0.0
2829,2023-09-29,C220,0.0,0.0,0.0
2830,2023-09-29,C6010,0.0,0.0,0.0
2831,2023-09-29,C6020,0.0,0.0,0.0
2832,2023-09-29,C6030,0.0,0.0,0.0
2833,2023-09-29,C6040,0.0,0.0,0.0
2834,2023-09-29,C6050,0.0,0.0,0.0
2835,2023-09-29,C6060,0.0,0.0,0.0
2836,2023-09-29,C6070,0.0,0.0,0.0
2837,2023-09-29,C6080,0.0,0.0,0.0
2838,2023-09-29,C6090,0.0,0.0,0.0
2839,2023-09-29,C7000,0.0,0.0,0.0
2840,2023-09-29,C7010,0.0,0.0,0.0
2841,2023-09-29,C7020,0.0,0.0,0.0
2842,2023-09-29,C7030,0.0,0.0,0.0
2843,2023-09-29,C7040,0.0,0.0,0.0
2844,2023-09-29,C7050,0.0,0.0,0.0
2845,2023-09-29,C7060,0.0,0.0,0.0
2846,2023-09-29,C7070,0.0,0.0,0.0
2847,2023-09-29,C7080,0.0,0.0,0.0
2848,2023-09-29,C7090,0.0,0.0,0.0
2849,2023-09-29,C7100,0.0,0.0,0.0
2850,2023-09-29,C7110,0.0,0.0,0.0
2851,2023-09-29,C7120,0.0,0.0,0.0
2852,2023-09-29,C7130,0.0,0.0,0.0
2853,2023-09-29,C7140,0.0,0.0,0.0
2854,2023-09-29,C7150,0.0,0.0,0.0
2855,2023-09-29,C7160,0.0,0.0,0.0
2856,2023-09-29,C7170,0.0,0.0,0.0
2857,2023-09-29,C7180,0.0,0.0,0.0
2858,2023-09-29,C7190,0.0,0.0,0.0
2859,2023-09-29,C7200,0.0,0.0,0.0
2860,2023-09-29,C7210,0.0,0.0,0.0
2861,2023-09-29,C7220,0.0,0.0,0.0
2862,2023-09-29,C7230,0.0,0.0,0.0
2863,2023-09-29,C7240,0.0,0.0,0.0
2864,2023-09-29,C7250,0.0,0.0,0.0
2865,2023-09-29,C7260,0.0,0.0,0.0
2866,2023-09-29,C7270,0.0,0.0,0.0
2867,2023-09-29,C7280,0.0,0.0,0.0
2868,2023-09-29,C7290,0.0,0.0,0.0
2869,2023-09-29,C7300,0.0,0.0,0.0
2870,2023-09-29,C7310,0.0,0.0,0.0
2871,2023-09-29,C7320,0.0,0.0,0.0
2872,2023-09-29,C7330,0.0,0.0,0.0
2873,2023-09-29,C7340,0.0,0.0,0.0
2874,2023-09-29,C7350,0.0,0.0,0.0
2875,2023-09-29,C7360,0.0,0.0,0.0
2876,2023-09-29,C7370,0.0,0.0,0.0
2877,2023-09-29,C7380,0.0,0.0,0.0
2878,2023-09-29,C7390,0.0,0.0,0.0
2879,2023-09-29,C7400,0.0,0.0,0.0
2880,2023-09-29,C7410,0.0,0.0,0.0
2881,2023-09-29,C7420,0.0,0.0,0.0
2882,2023-09-29,C7430,0.0,0.0,0.0
2883,2023-09-29,C7440,0.0,0.0,0.0
2884,2023-09-29,C7450,0.0,0.0,0.0
2885,2023-09-29,C7460,0.0,0.0,0.0
2886,2023-09-29,C7470,0.0,0.0,0.0
2887,2023-09-29,C7480,0.0,0.0,0.0
2888,2023-09-29,C7490,0.0,0.0,0.0
2889,2023-09-29,C7500,0.0,0.0,0.0
2890,2023-09-29,C7510,0.0,0.0,0.0
2891,2023-09-29,C7520,0.0,0.0,0.0
2892,2023-09-29,C7530,0.0,0.0,0.0
2893,2023-09-29,C7540,0.0,0.0,0.0
2894,2023-09-29,C7550,0.0,0.0,0.0
2895,2023-09-29,C7560,0.0,0.0,0.0
2896,2023-09-29,C7570,0.0,0.0,0.0
2897,2023-09-29,C7580,0.0,0.0,0.0
2898,2023-09-29,C7590,0.0,0.0,0.0
2899,2023-09-29,C7600,0.0,0.0,0.0
2900,2023-09-29,C7610,0.0,0.0,0.0
2901,2023-09-29,C7620,0.0,0.0,0.0
2902,2023-09-29,C7630,0.0,0.0,0.0
2903,2023-09-29,C7640,0.0,0.0,0.0
2904,2023-09-29,C7650,0.0,0.0,0.0
2905,2023-09-29,C7660,0.0,0.0,0.0
2906,2023-09-29,C7670,0.0,0.0,0.0
2907,2023-09-29,C7680,0.0,0.0,0.0
2908,2023-09-29,C7690,0.0,0.0,0.0
2909,2023-09-29,C7700,0.0,0.0,0.0
2910,2023-09-29,C7710,0.0,0.0,0.0
2911,2023-09-29,C7720,0.0,0.0,0.0
2912,2023-09-29,C7730,0.0,0.0,0.0
2913,2023-09-29,C7740,0.0,0.0,0.0
2914,2023-09-29,C7750,0.0,0.0,0.0
2915,2023-09-29,C7760,0.0,0.0,0.0
2916,2023-09-30,C010,129598809.66,1033580826.2956,768722368.75
2917,2023-09-30,C020,2054828.1600000001,14231891.18,5209036.96
2918,2023-09-30,C030,2054828.1600000001,14231891.1814,10231833.56
2919,2023-09-30,C040,2054828.1600000001,14231891.1814,8193099.18
2920,2023-09-30,C050,2054828.1600000001,14231891.1814,7318558.53
2921,2023-09-30,C060,2054828.1600000001,14231891.1814,8243058.319999999
2922,2023-09-30,C070,2054828.1600000001,14231891.1814,5852556.859999999
2923,2023-09-30,C080,2054828.1600000001,14231891.1814,5352300.48
2924,2023-09-30,C090,14383797.129999999,99623238.2704,45993898.260000005
2925,2023-09-30,C100,14383797.129999999,99623238.2704,40457589.25
2926,2023-09-30,C110,18493453.45,128087020.6334,73394167.63
2927,2023-09-30,C120,8131148.4399999995,63439895.0214,13477575.93
2928,2023-09-30,C130,39496081.84,319852024.96,231843748.17
2929,2023-09-30,C140,32655703.509999998,308723517.96,358346352.55
2930,2023-09-30,C150,0.0,0.0,0.0
2931,2023-09-30,C160,0.0,0.0,0.0
2932,2023-09-30,C170,0.0,0.0,0.0
2933,2023-09-30,C180,0.0,0.0,0.0
2934,2023-09-30,C190,0.0,0.0,0.0
2935,2023-09-30,C200,0.0,0.0,0.0
2936,2023-09-30,C210,0.0,0.0,0.0
2937,2023-09-30,C220,0.0,0.0,0.0
2938,2023-09-30,C6010,0.0,0.0,5209036.96
2939,2023-09-30,C6020,2054828.1600000001,14231891.1814,5269979.26
2940,2023-09-30,C6030,2054828.1600000001,14231891.1814,6904034.29
2941,2023-09-30,C6040,2054828.1600000001,14231891.1814,7629286.92
2942,2023-09-30,C6050,2054828.1600000001,14231891.1814,5892676.11
2943,2023-09-30,C6060,2054828.1600000001,14231891.1814,5453680.74
2944,2023-09-30,C6070,2054828.1600000001,14231891.1814,9445039.77
2945,2023-09-30,C6080,2054828.1600000001,14231891.1814,5399201.21
2946,2023-09-30,C6090,2054828.1600000001,14231891.1814,5301680.390000001
2947,2023-09-30,C7000,2054828.1600000001,14231891.1814,6448227.46
2948,2023-09-30,C7010,2054828.1600000001,14231891.1814,5723644.79
2949,2023-09-30,C7020,2054828.1600000001,14231891.1814,5767874.1
2950,2023-09-30,C7030,2054828.1600000001,14231891.1814,5500317.11
2951,2023-09-30,C7040,2054828.1600000001,14231891.1814,6135242.74
2952,2023-09-30,C7050,2054828.1600000001,14231891.1814,5580602.68
2953,2023-09-30,C7060,2054828.1600000001,14231891.1814,6106994.05
2954,2023-09-30,C7070,2054828.1600000001,14231891.1814,15225050.1
2955,2023-09-30,C7080,2054828.1600000001,14231891.1814,6356168.2700000005
2956,2023-09-30,C7090,2054828.1600000001,14231891.1814,5745286.58
2957,2023-09-30,C7100,2054828.1600000001,14231891.1814,6546403.28
2958,2023-09-30,C7110,2054828.1600000001,14231891.1814,5929313.4399999995
2959,2023-09-30,C7120,2054828.1600000001,14231891.1814,6501888.89
2960,2023-09-30,C7130,2054828.1600000001,14231891.1814,5385910.76
2961,2023-09-30,C7140,2054828.1600000001,14231891.1814,15597152.3
2962,2023-09-30,C7150,2054828.1600000001,14231891.1814,6452328.9799999995
2963,2023-09-30,C7160,1519080.08,12302000.96,2903533.6799999997
2964,2023-09-30,C7170,1519080.08,12302000.96,1391621.69
2965,2023-09-30,C7180,1519080.08,12302000.96,1714698.8900000001
2966,2023-09-30,C7190,1519080.08,12302000.96,1015392.6799999999
2967,2023-09-30,C7200,1519080.08,12302000.96,2573269.21
2968,2023-09-30,C7210,1519080.08,12302000.96,1591519.17
2969,2023-09-30,C7220,1519080.08,12302000.96,1991353.32
2970,2023-09-30,C7230,1519080.08,12302000.96,2343090.49
2971,2023-09-30,C7240,1519080.08,12302000.96,1665419.36
2972,2023-09-30,C7250,1519080.08,12302000.96,1310917.61
2973,2023-09-30,C7260,1519080.08,12302000.96,1513457.64
2974,2023-09-30,C7270,1519080.08,12302000.96,1535337.61
2975,2023-09-30,C7280,1519080.08,12302000.96,1612701.73
2976,2023-09-30,C7290,1519080.08,12302000.96,2817447.75
2977,2023-09-30,C7300,1519080.08,12302000.96,8747853.03
2978,2023-09-30,C7310,1519080.08,12302000.96,8647425.43
2979,2023-09-30,C7320,1519080.08,12302000.96,5062506.63
2980,2023-09-30,C7330,1519080.08,12302000.96,7501257.4399999995
2981,2023-09-30,C7340,1519080.08,12302000.96,9480009.55
2982,2023-09-30,C7350,1519080.08,12302000.96,14550086.41
2983,2023-09-30,C7360,1519080.08,12302000.96,12347376.959999999
2984,2023-09-30,C7370,1519080.08,12302000.96,7968516.489999999
2985,2023-09-30,C7380,1519080.08,12302000.96,20114237.65
2986,2023-09-30,C7390,1519080.08,12302000.96,17269457.14
2987,2023-09-30,C7400,1519080.08,12302000.96,20823178.99
2988,2023-09-30,C7410,1519080.08,12302000.96,18537163.28
2989,2023-09-30,C7420,1519080.08,12302000.96,19691150.97
2990,2023-09-30,C7430,1519080.08,12302000.96,4466223.9
2991,2023-09-30,C7440,1519080.08,12302000.96,18259293.57
2992,2023-09-30,C7450,1519080.08,12302000.96,19423496.720000003
2993,2023-09-30,C7460,1053409.79,9958823.16,8601512.11
2994,2023-09-30,C7470,1053409.79,9958823.16,6746227.9
2995,2023-09-30,C7480,1053409.79,9958823.16,6765651.64
2996,2023-09-30,C7490,1053409.79,9958823.16,4694114.05
2997,2023-09-30,C7500,1053409.79,9958823.16,3432296.15
2998,2023-09-30,C7510,1053409.79,9958823.16,5081100.25
2999,2023-09-30,C7520,1053409.79,9958823.16,6754310.890000001
3000,2023-09-30,C7530,1053409.79,9958823.16,10395082.0
3001,2023-09-30,C7540,1053409.79,9958823.16,3389328.1199999996
3002,2023-09-30,C7550,1053409.79,9958823.16,3627526.15
3003,2023-09-30,C7560,1053409.79,9958823.16,3453964.05
3004,2023-09-30,C7570,1053409.79,9958823.16,3581312.62
3005,2023-09-30,C7580,1053409.79,9958823.16,3899651.3899999997
3006,2023-09-30,C7590,1053409.79,9958823.16,6175963.76
3007,2023-09-30,C7600,1053409.79,9958823.16,3027765.29
3008,2023-09-30,C7610,1053409.79,9958823.16,4969535.9
3009,2023-09-30,C7620,1053409.79,9958823.16,3587884.15
3010,2023-09-30,C7630,1053409.79,9958823.16,5264082.75
3011,2023-09-30,C7640,1053409.79,9958823.16,78907002.67
3012,2023-09-30,C7650,1053409.79,9958823.16,2750241.58
3013,2023-09-30,C7660,1053409.79,9958823.16,4835532.83
3014,2023-09-30,C7670,1053409.79,9958823.16,4803266.470000001
3015,2023-09-30,C7680,1053409.79,9958823.16,3411618.09
3016,2023-09-30,C7690,1053409.79,9958823.16,1735193.21
3017,2023-09-30,C7700,1053409.79,9958823.16,399997.43
3018,2023-09-30,C7710,1053409.79,9958823.16,652403.33
3019,2023-09-30,C7720,1053409.79,9958823.16,2169489.65
3020,2023-09-30,C7730,1053409.79,9958823.16,1197752.49
3021,2023-09-30,C7740,1053409.79,9958823.16,159880710.76999998
3022,2023-09-30,C7750,1053409.79,9958823.16,2443601.79
3023,2023-09-30,C7760,1053409.79,9958823.16,1712233.1500000001
3024,2023-10-06,C010,0.0,0.0,0.0
3025,2023-10-06,C020,0.0,0.0,0.0
3026,2023-10-06,C030,0.0,0.0,0.0
3027,2023-10-06,C040,0.0,0.0,0.0
3028,2023-10-06,C050,0.0,0.0,0.0
3029,2023-10-06,C060,0.0,0.0,0.0
3030,2023-10-06,C070,0.0,0.0,0.0
3031,2023-10-06,C080,0.0,0.0,0.0
3032,2023-10-06,C090,0.0,0.0,0.0
3033,2023-10-06,C100,0.0,0.0,0.0
3034,2023-10-06,C110,0.0,0.0,0.0
3035,2023-10-06,C120,0.0,0.0,0.0
3036,2023-10-06,C130,0.0,0.0,0.0
3037,2023-10-06,C140,0.0,0.0,0.0
3038,2023-10-06,C150,0.0,0.0,0.0
3039,2023-10-06,C160,0.0,0.0,0.0
3040,2023-10-06,C170,0.0,0.0,0.0
3041,2023-10-06,C180,0.0,0.0,0.0
3042,2023-10-06,C190,0.0,0.0,0.0
3043,2023-10-06,C200,0.0,0.0,0.0
3044,2023-10-06,C210,0.0,0.0,0.0
3045,2023-10-06,C220,0.0,0.0,0.0
3046,2023-10-06,C6010,0.0,0.0,0.0
3047,2023-10-06,C6020,0.0,0.0,0.0
3048,2023-10-06,C6030,0.0,0.0,0.0
3049,2023-10-06,C6040,0.0,0.0,0.0
3050,2023-10-06,C6050,0.0,0.0,0.0
3051,2023-10-06,C6060,0.0,0.0,0.0
3052,2023-10-06,C6070,0.0,0.0,0.0
3053,2023-10-06,C6080,0.0,0.0,0.0
3054,2023-10-06,C6090,0.0,0.0,0.0
3055,2023-10-06,C7000,0.0,0.0,0.0
3056,2023-10-06,C7010,0.0,0.0,0.0
3057,2023-10-06,C7020,0.0,0.0,0.0
3058,2023-10-06,C7030,0.0,0.0,0.0
3059,2023-10-06,C7040,0.0,0.0,0.0
3060,2023-10-06,C7050,0.0,0.0,0.0
3061,2023-10-06,C7060,0.0,0.0,0.0
3062,2023-10-06,C7070,0.0,0.0,0.0
3063,2023-10-06,C7080,0.0,0.0,0.0
3064,2023-10-06,C7090,0.0,0.0,0.0
3065,2023-10-06,C7100,0.0,0.0,0.0
3066,2023-10-06,C7110,0.0,0.0,0.0
3067,2023-10-06,C7120,0.0,0.0,0.0
3068,2023-10-06,C7130,0.0,0.0,0.0
3069,2023-10-06,C7140,0.0,0.0,0.0
3070,2023-10-06,C7150,0.0,0.0,0.0
3071,2023-10-06,C7160,0.0,0.0,0.0
3072,2023-10-06,C7170,0.0,0.0,0.0
3073,2023-10-06,C7180,0.0,0.0,0.0
3074,2023-10-06,C7190,0.0,0.0,0.0
3075,2023-10-06,C7200,0.0,0.0,0.0
3076,2023-10-06,C7210,0.0,0.0,0.0
3077,2023-10-06,C7220,0.0,0.0,0.0
3078,2023-10-06,C7230,0.0,0.0,0.0
3079,2023-10-06,C7240,0.0,0.0,0.0
3080,2023-10-06,C7250,0.0,0.0,0.0
3081,2023-10-06,C7260,0.0,0.0,0.0
3082,2023-10-06,C7270,0.0,0.0,0.0
3083,2023-10-06,C7280,0.0,0.0,0.0
3084,2023-10-06,C7290,0.0,0.0,0.0
3085,2023-10-06,C7300,0.0,0.0,0.0
3086,2023-10-06,C7310,0.0,0.0,0.0
3087,2023-10-06,C7320,0.0,0.0,0.0
3088,2023-10-06,C7330,0.0,0.0,0.0
3089,2023-10-06,C7340,0.0,0.0,0.0
3090,2023-10-06,C7350,0.0,0.0,0.0
3091,2023-10-06,C7360,0.0,0.0,0.0
3092,2023-10-06,C7370,0.0,0.0,0.0
3093,2023-10-06,C7380,0.0,0.0,0.0
3094,2023-10-06,C7390,0.0,0.0,0.0
3095,2023-10-06,C7400,0.0,0.0,0.0
3096,2023-10-06,C7410,0.0,0.0,0.0
3097,2023-10-06,C7420,0.0,0.0,0.0
3098,2023-10-06,C7430,0.0,0.0,0.0
3099,2023-10-06,C7440,0.0,0.0,0.0
3100,2023-10-06,C7450,0.0,0.0,0.0
3101,2023-10-06,C7460,0.0,0.0,0.0
3102,2023-10-06,C7470,0.0,0.0,0.0
3103,2023-10-06,C7480,0.0,0.0,0.0
3104,2023-10-06,C7490,0.0,0.0,0.0
3105,2023-10-06,C7500,0.0,0.0,0.0
3106,2023-10-06,C7510,0.0,0.0,0.0
3107,2023-10-06,C7520,0.0,0.0,0.0
3108,2023-10-06,C7530,0.0,0.0,0.0
3109,2023-10-06,C7540,0.0,0.0,0.0
3110,2023-10-06,C7550,0.0,0.0,0.0
3111,2023-10-06,C7560,0.0,0.0,0.0
3112,2023-10-06,C7570,0.0,0.0,0.0
3113,2023-10-06,C7580,0.0,0.0,0.0
3114,2023-10-06,C7590,0.0,0.0,0.0
3115,2023-10-06,C7600,0.0,0.0,0.0
3116,2023-10-06,C7610,0.0,0.0,0.0
3117,2023-10-06,C7620,0.0,0.0,0.0
3118,2023-10-06,C7630,0.0,0.0,0.0
3119,2023-10-06,C7640,0.0,0.0,0.0
3120,2023-10-06,C7650,0.0,0.0,0.0
3121,2023-10-06,C7660,0.0,0.0,0.0
3122,2023-10-06,C7670,0.0,0.0,0.0
3123,2023-10-06,C7680,0.0,0.0,0.0
3124,2023-10-06,C7690,0.0,0.0,0.0
3125,2023-10-06,C7700,0.0,0.0,0.0
3126,2023-10-06,C7710,0.0,0.0,0.0
3127,2023-10-06,C7720,0.0,0.0,0.0
3128,2023-10-06,C7730,0.0,0.0,0.0
3129,2023-10-06,C7740,0.0,0.0,0.0
3130,2023-10-06,C7750,0.0,0.0,0.0
3131,2023-10-06,C7760,0.0,0.0,0.0
3132,2023-10-13,C010,129598809.66,1033580826.2956,768722368.75
3133,2023-10-13,C020,2054828.1600000001,14231891.18,5209036.96
3134,2023-10-13,C030,2054828.1600000001,14231891.1814,10231833.56
3135,2023-10-13,C040,2054828.1600000001,14231891.1814,8193099.18
3136,2023-10-13,C050,2054828.1600000001,14231891.1814,7318558.53
3137,2023-10-13,C060,2054828.1600000001,14231891.1814,8243058.319999999
3138,2023-10-13,C070,2054828.1600000001,14231891.1814,5852556.859999999
3139,2023-10-13,C080,2054828.1600000001,14231891.1814,5352300.48
3140,2023-10-13,C090,14383797.129999999,99623238.2704,45993898.260000005
3141,2023-10-13,C100,14383797.129999999,99623238.2704,40457589.25
3142,2023-10-13,C110,18493453.45,128087020.6334,73394167.63
3143,2023-10-13,C120,8131148.4399999995,63439895.0214,13477575.93
3144,2023-10-13,C130,39496081.84,319852024.96,231843748.17
3145,2023-10-13,C140,32655703.509999998,308723517.96,358346352.55
3146,2023-10-13,C150,0.0,0.0,0.0
3147,2023-10-13,C160,0.0,0.0,0.0
3148,2023-10-13,C170,0.0,0.0,0.0
3149,2023-10-13,C180,0.0,0.0,0.0
3150,2023-10-13,C190,0.0,0.0,0.0
3151,2023-10-13,C200,0.0,0.0,0.0
3152,2023-10-13,C210,0.0,0.0,0.0
3153,2023-10-13,C220,0.0,0.0,0.0
3154,2023-10-13,C6010,0.0,0.0,5209036.96
3155,2023-10-13,C6020,2054828.1600000001,14231891.1814,5269979.26
3156,2023-10-13,C6030,2054828.1600000001,14231891.1814,6904034.29
3157,2023-10-13,C6040,2054828.1600000001,14231891.1814,7629286.92
3158,2023-10-13,C6050,2054828.1600000001,14231891.1814,5892676.11
3159,2023-10-13,C6060,2054828.1600000001,14231891.1814,5453680.74
3160,2023-10-13,C6070,2054828.1600000001,14231891.1814,9445039.77
3161,2023-10-13,C6080,2054828.1600000001,14231891.1814,5399201.21
3162,2023-10-13,C6090,2054828.1600000001,14231891.1814,5301680.390000001
3163,2023-10-13,C7000,2054828.1600000001,14231891.1814,6448227.46
3164,2023-10-13,C7010,2054828.1600000001,14231891.1814,5723644.79
3165,2023-10-13,C7020,2054828.1600000001,14231891.1814,5767874.1
3166,2023-10-13,C7030,2054828.1600000001,14231891.1814,5500317.11
3167,2023-10-13,C7040,2054828.1600000001,14231891.1814,6135242.74
3168,2023-10-13,C7050,2054828.1600000001,14231891.1814,5580602.68
3169,2023-10-13,C7060,2054828.1600000001,14231891.1814,6106994.05
3170,2023-10-13,C7070,2054828.1600000001,14231891.1814,15225050.1
3171,2023-10-13,C7080,2054828.1600000001,14231891.1814,6356168.2700000005
3172,2023-10-13,C7090,2054828.1600000001,14231891.1814,5745286.58
3173,2023-10-13,C7100,2054828.1600000001,14231891.1814,6546403.28
3174,2023-10-13,C7110,2054828.1600000001,14231891.1814,5929313.4399999995
3175,2023-10-13,C7120,2054828.1600000001,14231891.1814,6501888.89
3176,2023-10-13,C7130,2054828.1600000001,14231891.1814,5385910.76
3177,2023-10-13,C7140,2054828.1600000001,14231891.1814,15597152.3
3178,2023-10-13,C7150,2054828.1600000001,14231891.1814,6452328.9799999995
3179,2023-10-13,C7160,1519080.08,12302000.96,2903533.6799999997
3180,2023-10-13,C7170,1519080.08,12302000.96,1391621.69
3181,2023-10-13,C7180,1519080.08,12302000.96,1714698.8900000001
3182,2023-10-13,C7190,1519080.08,12302000.96,1015392.6799999999
3183,2023-10-13,C7200,1519080.08,12302000.96,2573269.21
3184,2023-10-13,C7210,1519080.08,12302000.96,1591519.17
3185,2023-10-13,C7220,1519080.08,12302000.96,1991353.32
3186,2023-10-13,C7230,1519080.08,12302000.96,2343090.49
3187,2023-10-13,C7240,1519080.08,12302000.96,1665419.36
3188,2023-10-13,C7250,1519080.08,12302000.96,1310917.61
3189,2023-10-13,C7260,1519080.08,12302000.96,1513457.64
3190,2023-10-13,C7270,1519080.08,12302000.96,1535337.61
3191,2023-10-13,C7280,1519080.08,12302000.96,1612701.73
3192,2023-10-13,C7290,1519080.08,12302000.96,2817447.75
3193,2023-10-13,C7300,1519080.08,12302000.96,8747853.03
3194,2023-10-13,C7310,1519080.08,12302000.96,8647425.43
3195,2023-10-13,C7320,1519080.08,12302000.96,5062506.63
3196,2023-10-13,C7330,1519080.08,12302000.96,7501257.4399999995
3197,2023-10-13,C7340,1519080.08,12302000.96,9480009.55
3198,2023-10-13,C7350,1519080.08,12302000.96,14550086.41
3199,2023-10-13,C7360,1519080.08,12302000.96,12347376.959999999
3200,2023-10-13,C7370,1519080.08,12302000.96,7968516.489999999
3201,2023-10-13,C7380,1519080.08,12302000.96,20114237.65
3202,2023-10-13,C7390,1519080.08,12302000.96,17269457.14
3203,2023-10-13,C7400,1519080.08,12302000.96,20823178.99
3204,2023-10-13,C7410,1519080.08,12302000.96,18537163.28
3205,2023-10-13,C7420,1519080.08,12302000.96,19691150.97
3206,2023-10-13,C7430,1519080.08,12302000.96,4466223.9
3207,2023-10-13,C7440,1519080.08,12302000.96,18259293.57
3208,2023-10-13,C7450,1519080.08,12302000.96,19423496.720000003
3209,2023-10-13,C7460,1053409.79,9958823.16,8601512.11
3210,2023-10-13,C7470,1053409.79,9958823.16,6746227.9
3211,2023-10-13,C7480,1053409.79,9958823.16,6765651.64
