,FSA_SystemDate,Transaction_Type,Behavioural draw-downs of committed facilities,Behavioural inflows from loans and advances,Behavioural outflows from deposits
0,2023-03-31,C010,0.0,0.0,0.0
1,2023-03-31,C020,0.0,0.0,0.0
2,2023-03-31,C030,0.0,0.0,0.0
3,2023-03-31,C040,0.0,0.0,0.0
4,2023-03-31,C050,0.0,0.0,0.0
5,2023-03-31,C060,0.0,0.0,0.0
6,2023-03-31,C070,0.0,0.0,0.0
7,2023-03-31,C080,0.0,0.0,0.0
8,2023-03-31,C090,0.0,0.0,0.0
9,2023-03-31,C100,0.0,0.0,0.0
10,2023-03-31,C110,0.0,0.0,0.0
11,2023-03-31,C120,0.0,0.0,0.0
12,2023-03-31,C130,0.0,0.0,0.0
13,2023-03-31,C140,0.0,0.0,0.0
14,2023-03-31,C150,0.0,0.0,0.0
15,2023-03-31,C160,0.0,0.0,0.0
16,2023-03-31,C170,0.0,0.0,0.0
17,2023-03-31,C180,0.0,0.0,0.0
18,2023-03-31,C190,0.0,0.0,0.0
19,2023-03-31,C200,0.0,0.0,0.0
20,2023-03-31,C210,0.0,0.0,0.0
21,2023-03-31,C220,0.0,0.0,0.0
22,2023-03-31,C6010,0.0,0.0,0.0
23,2023-03-31,C6020,0.0,0.0,0.0
24,2023-03-31,C6030,0.0,0.0,0.0
25,2023-03-31,C6040,0.0,0.0,0.0
26,2023-03-31,C6050,0.0,0.0,0.0
27,2023-03-31,C6060,0.0,0.0,0.0
28,2023-03-31,C6070,0.0,0.0,0.0
29,2023-03-31,C6080,0.0,0.0,0.0
30,2023-03-31,C6090,0.0,0.0,0.0
31,2023-03-31,C7000,0.0,0.0,0.0
32,2023-03-31,C7010,0.0,0.0,0.0
33,2023-03-31,C7020,0.0,0.0,0.0
34,2023-03-31,C7030,0.0,0.0,0.0
35,2023-03-31,C7040,0.0,0.0,0.0
36,2023-03-31,C7050,0.0,0.0,0.0
37,2023-03-31,C7060,0.0,0.0,0.0
38,2023-03-31,C7070,0.0,0.0,0.0
39,2023-03-31,C7080,0.0,0.0,0.0
40,2023-03-31,C7090,0.0,0.0,0.0
41,2023-03-31,C7100,0.0,0.0,0.0
42,2023-03-31,C7110,0.0,0.0,0.0
43,2023-03-31,C7120,0.0,0.0,0.0
44,2023-03-31,C7130,0.0,0.0,0.0
45,2023-03-31,C7140,0.0,0.0,0.0
46,2023-03-31,C7150,0.0,0.0,0.0
47,2023-03-31,C7160,0.0,0.0,0.0
48,2023-03-31,C7170,0.0,0.0,0.0
49,2023-03-31,C7180,0.0,0.0,0.0
50,2023-03-31,C7190,0.0,0.0,0.0
51,2023-03-31,C7200,0.0,0.0,0.0
52,2023-03-31,C7210,0.0,0.0,0.0
53,2023-03-31,C7220,0.0,0.0,0.0
54,2023-03-31,C7230,0.0,0.0,0.0
55,2023-03-31,C7240,0.0,0.0,0.0
56,2023-03-31,C7250,0.0,0.0,0.0
57,2023-03-31,C7260,0.0,0.0,0.0
58,2023-03-31,C7270,0.0,0.0,0.0
59,2023-03-31,C7280,0.0,0.0,0.0
60,2023-03-31,C7290,0.0,0.0,0.0
61,2023-03-31,C7300,0.0,0.0,0.0
62,2023-03-31,C7310,0.0,0.0,0.0
63,2023-03-31,C7320,0.0,0.0,0.0
64,2023-03-31,C7330,0.0,0.0,0.0
65,2023-03-31,C7340,0.0,0.0,0.0
66,2023-03-31,C7350,0.0,0.0,0.0
67,2023-03-31,C7360,0.0,0.0,0.0
68,2023-03-31,C7370,0.0,0.0,0.0
69,2023-03-31,C7380,0.0,0.0,0.0
70,2023-03-31,C7390,0.0,0.0,0.0
71,2023-03-31,C7400,0.0,0.0,0.0
72,2023-03-31,C7410,0.0,0.0,0.0
73,2023-03-31,C7420,0.0,0.0,0.0
74,2023-03-31,C7430,0.0,0.0,0.0
75,2023-03-31,C7440,0.0,0.0,0.0
76,2023-03-31,C7450,0.0,0.0,0.0
77,2023-03-31,C7460,0.0,0.0,0.0
78,2023-03-31,C7470,0.0,0.0,0.0
79,2023-03-31,C7480,0.0,0.0,0.0
80,2023-03-31,C7490,0.0,0.0,0.0
81,2023-03-31,C7500,0.0,0.0,0.0
82,2023-03-31,C7510,0.0,0.0,0.0
83,2023-03-31,C7520,0.0,0.0,0.0
84,2023-03-31,C7530,0.0,0.0,0.0
85,2023-03-31,C7540,0.0,0.0,0.0
86,2023-03-31,C7550,0.0,0.0,0.0
87,2023-03-31,C7560,0.0,0.0,0.0
88,2023-03-31,C7570,0.0,0.0,0.0
89,2023-03-31,C7580,0.0,0.0,0.0
90,2023-03-31,C7590,0.0,0.0,0.0
91,2023-03-31,C7600,0.0,0.0,0.0
92,2023-03-31,C7610,0.0,0.0,0.0
93,2023-03-31,C7620,0.0,0.0,0.0
94,2023-03-31,C7630,0.0,0.0,0.0
95,2023-03-31,C7640,0.0,0.0,0.0
96,2023-03-31,C7650,0.0,0.0,0.0
97,2023-03-31,C7660,0.0,0.0,0.0
98,2023-03-31,C7670,0.0,0.0,0.0
99,2023-03-31,C7680,0.0,0.0,0.0
100,2023-03-31,C7690,0.0,0.0,0.0
101,2023-03-31,C7700,0.0,0.0,0.0
102,2023-03-31,C7710,0.0,0.0,0.0
103,2023-03-31,C7720,0.0,0.0,0.0
104,2023-03-31,C7730,0.0,0.0,0.0
105,2023-03-31,C7740,0.0,0.0,0.0
106,2023-03-31,C7750,0.0,0.0,0.0
107,2023-03-31,C7760,0.0,0.0,0.0
108,2023-05-31,C010,145505394.27,821780226.46,375091561.48
109,2023-05-31,C020,2365876.3099999996,11417391.94,4903593.57
110,2023-05-31,C030,2365876.3099999996,11417391.94,6075202.34
111,2023-05-31,C040,2365876.3099999996,11417391.94,3903525.96
112,2023-05-31,C050,2365876.3099999996,11417391.94,3229826.89
113,2023-05-31,C060,2365876.3099999996,11417391.94,7281854.26
114,2023-05-31,C070,2365876.3099999996,11417391.94,4197116.88
115,2023-05-31,C080,2365876.3099999996,11417391.94,5109819.699999999
116,2023-05-31,C090,16561134.15,79921743.52,28914601.18
117,2023-05-31,C100,16561134.15,79921743.52,111208993.52000001
118,2023-05-31,C110,21292886.759999998,102756527.38,36171777.97
119,2023-05-31,C120,8287675.82,47503077.86,13564402.43
120,2023-05-31,C130,43095914.29000001,247016004.88,78682013.7
121,2023-05-31,C140,37340772.79,253243737.36,101646179.11
122,2023-05-31,C150,0.0,0.0,0.0
123,2023-05-31,C160,0.0,0.0,0.0
124,2023-05-31,C170,0.0,0.0,0.0
125,2023-05-31,C180,0.0,0.0,0.0
126,2023-05-31,C190,0.0,0.0,0.0
127,2023-05-31,C200,0.0,0.0,0.0
128,2023-05-31,C210,0.0,0.0,0.0
129,2023-05-31,C220,0.0,0.0,0.0
130,2023-05-31,C6010,0.0,0.0,3202657.26
131,2023-05-31,C6020,2365876.3099999996,11417391.94,4078737.41
132,2023-05-31,C6030,2365876.3099999996,11417391.94,3607115.57
133,2023-05-31,C6040,2365876.3099999996,11417391.94,3927504.64
134,2023-05-31,C6050,2365876.3099999996,11417391.94,3202657.26
135,2023-05-31,C6060,2365876.3099999996,11417391.94,3785640.88
136,2023-05-31,C6070,2365876.3099999996,11417391.94,4061855.65
137,2023-05-31,C6080,2365876.3099999996,11417391.94,6251089.779999999
138,2023-05-31,C6090,2365876.3099999996,11417391.94,12752753.82
139,2023-05-31,C7000,2365876.3099999996,11417391.94,4628457.399999999
140,2023-05-31,C7010,2365876.3099999996,11417391.94,3551799.22
141,2023-05-31,C7020,2365876.3099999996,11417391.94,3370626.17
142,2023-05-31,C7030,2365876.3099999996,11417391.94,3326725.04
143,2023-05-31,C7040,2365876.3099999996,11417391.94,80127380.72
144,2023-05-31,C7050,2365876.3099999996,11417391.94,3451251.16
145,2023-05-31,C7060,2365876.3099999996,11417391.94,3826545.64
146,2023-05-31,C7070,2365876.3099999996,11417391.94,3595516.12
147,2023-05-31,C7080,2365876.3099999996,11417391.94,3512458.48
148,2023-05-31,C7090,2365876.3099999996,11417391.94,3333132.92
149,2023-05-31,C7100,2365876.3099999996,11417391.94,3591726.68
150,2023-05-31,C7110,2365876.3099999996,11417391.94,4049300.82
151,2023-05-31,C7120,2365876.3099999996,11417391.94,3905092.09
152,2023-05-31,C7130,2365876.3099999996,11417391.94,3377709.3600000003
153,2023-05-31,C7140,2365876.3099999996,11417391.94,6980295.880000001
154,2023-05-31,C7150,1657535.17,9500615.58,1869757.86
155,2023-05-31,C7160,1657535.17,9500615.58,1744329.62
156,2023-05-31,C7170,1657535.17,9500615.58,2451424.21
157,2023-05-31,C7180,1657535.17,9500615.58,3975322.65
158,2023-05-31,C7190,1657535.17,9500615.58,3523568.07
159,2023-05-31,C7200,1657535.17,9500615.58,3004229.46
160,2023-05-31,C7210,1657535.17,9500615.58,3939530.02
161,2023-05-31,C7220,1657535.17,9500615.58,3640760.76
162,2023-05-31,C7230,1657535.17,9500615.58,2622345.26
163,2023-05-31,C7240,1657535.17,9500615.58,5318892.28
164,2023-05-31,C7250,1657535.17,9500615.58,3499355.5999999996
165,2023-05-31,C7260,1657535.17,9500615.58,3564190.4000000004
166,2023-05-31,C7270,1657535.17,9500615.58,3079926.42
167,2023-05-31,C7280,1657535.17,9500615.58,3538287.62
168,2023-05-31,C7290,1657535.17,9500615.58,2780492.5
169,2023-05-31,C7300,1657535.17,9500615.58,3313907.16
170,2023-05-31,C7310,1657535.17,9500615.58,3743516.2199999997
171,2023-05-31,C7320,1657535.17,9500615.58,2587777.44
172,2023-05-31,C7330,1657535.17,9500615.58,2480651.96
173,2023-05-31,C7340,1657535.17,9500615.58,1876330.04
174,2023-05-31,C7350,1657535.17,9500615.58,3618508.7399999998
175,2023-05-31,C7360,1657535.17,9500615.58,1911830.7
176,2023-05-31,C7370,1657535.17,9500615.58,1947082.98
177,2023-05-31,C7380,1657535.17,9500615.58,6199808.76
178,2023-05-31,C7390,1657535.17,9500615.58,2288618.8
179,2023-05-31,C7400,1657535.17,9500615.58,1914111.02
180,2023-05-31,C7410,1657535.17,9500615.58,1971405.6300000001
181,2023-05-31,C7420,1657535.17,9500615.58,2105057.7
182,2023-05-31,C7430,1657535.17,9500615.58,2291264.56
183,2023-05-31,C7440,1657535.17,9500615.58,3517992.0999999996
184,2023-05-31,C7450,1657535.17,9500615.58,1926139.46
185,2023-05-31,C7460,1204541.05,8169152.82,3796090.57
186,2023-05-31,C7470,1204541.05,8169152.82,1352091.4200000002
187,2023-05-31,C7480,1204541.05,8169152.82,2004104.76
188,2023-05-31,C7490,1204541.05,8169152.82,8108978.78
189,2023-05-31,C7500,1204541.05,8169152.82,874596.7
190,2023-05-31,C7510,1204541.05,8169152.82,1267618.9000000001
191,2023-05-31,C7520,1204541.05,8169152.82,1524426.06
192,2023-05-31,C7530,1204541.05,8169152.82,1836635.8
193,2023-05-31,C7540,1204541.05,8169152.82,1656733.44
194,2023-05-31,C7550,1204541.05,8169152.82,1016453.38
195,2023-05-31,C7560,1204541.05,8169152.82,1541798.76
196,2023-05-31,C7570,1204541.05,8169152.82,1037323.62
197,2023-05-31,C7580,1204541.05,8169152.82,872226.8200000001
198,2023-05-31,C7590,1204541.05,8169152.82,1096568.22
199,2023-05-31,C7600,1204541.05,8169152.82,1339620.54
200,2023-05-31,C7610,1204541.05,8169152.82,1850069.38
201,2023-05-31,C7620,1204541.05,8169152.82,1122766.1600000001
202,2023-05-31,C7630,1204541.05,8169152.82,1436495.3
203,2023-05-31,C7640,1204541.05,8169152.82,1202713.33
204,2023-05-31,C7650,1204541.05,8169152.82,1113346.32
205,2023-05-31,C7660,1204541.05,8169152.82,1149845.4200000002
206,2023-05-31,C7670,1204541.05,8169152.82,4209511.6
207,2023-05-31,C7680,1204541.05,8169152.82,3494918.9000000004
208,2023-05-31,C7690,1204541.05,8169152.82,1214868.26
209,2023-05-31,C7700,1204541.05,8169152.82,1171828.26
210,2023-05-31,C7710,1204541.05,8169152.82,1230251.9000000001
211,2023-05-31,C7720,1204541.05,8169152.82,1391288.72
212,2023-05-31,C7730,1204541.05,8169152.82,1238720.3800000001
213,2023-05-31,C7740,1204541.05,8169152.82,43253923.56
214,2023-05-31,C7750,1204541.05,8169152.82,6332047.28
215,2023-05-31,C7760,1204541.05,8169152.82,908316.5599999999
216,2023-06-09,C010,0.0,0.0,0.0
217,2023-06-09,C020,0.0,0.0,0.0
218,2023-06-09,C030,0.0,0.0,0.0
219,2023-06-09,C040,0.0,0.0,0.0
220,2023-06-09,C050,0.0,0.0,0.0
221,2023-06-09,C060,0.0,0.0,0.0
222,2023-06-09,C070,0.0,0.0,0.0
223,2023-06-09,C080,0.0,0.0,0.0
224,2023-06-09,C090,0.0,0.0,0.0
225,2023-06-09,C100,0.0,0.0,0.0
226,2023-06-09,C110,0.0,0.0,0.0
227,2023-06-09,C120,0.0,0.0,0.0
228,2023-06-09,C130,0.0,0.0,0.0
229,2023-06-09,C140,0.0,0.0,0.0
230,2023-06-09,C150,0.0,0.0,0.0
231,2023-06-09,C160,0.0,0.0,0.0
232,2023-06-09,C170,0.0,0.0,0.0
233,2023-06-09,C180,0.0,0.0,0.0
234,2023-06-09,C190,0.0,0.0,0.0
235,2023-06-09,C200,0.0,0.0,0.0
236,2023-06-09,C210,0.0,0.0,0.0
237,2023-06-09,C220,0.0,0.0,0.0
238,2023-06-09,C6010,0.0,0.0,0.0
239,2023-06-09,C6020,0.0,0.0,0.0
240,2023-06-09,C6030,0.0,0.0,0.0
241,2023-06-09,C6040,0.0,0.0,0.0
242,2023-06-09,C6050,0.0,0.0,0.0
243,2023-06-09,C6060,0.0,0.0,0.0
244,2023-06-09,C6070,0.0,0.0,0.0
245,2023-06-09,C6080,0.0,0.0,0.0
246,2023-06-09,C6090,0.0,0.0,0.0
247,2023-06-09,C7000,0.0,0.0,0.0
248,2023-06-09,C7010,0.0,0.0,0.0
249,2023-06-09,C7020,0.0,0.0,0.0
250,2023-06-09,C7030,0.0,0.0,0.0
251,2023-06-09,C7040,0.0,0.0,0.0
252,2023-06-09,C7050,0.0,0.0,0.0
253,2023-06-09,C7060,0.0,0.0,0.0
254,2023-06-09,C7070,0.0,0.0,0.0
255,2023-06-09,C7080,0.0,0.0,0.0
256,2023-06-09,C7090,0.0,0.0,0.0
257,2023-06-09,C7100,0.0,0.0,0.0
258,2023-06-09,C7110,0.0,0.0,0.0
259,2023-06-09,C7120,0.0,0.0,0.0
260,2023-06-09,C7130,0.0,0.0,0.0
261,2023-06-09,C7140,0.0,0.0,0.0
262,2023-06-09,C7150,0.0,0.0,0.0
263,2023-06-09,C7160,0.0,0.0,0.0
264,2023-06-09,C7170,0.0,0.0,0.0
265,2023-06-09,C7180,0.0,0.0,0.0
266,2023-06-09,C7190,0.0,0.0,0.0
267,2023-06-09,C7200,0.0,0.0,0.0
268,2023-06-09,C7210,0.0,0.0,0.0
269,2023-06-09,C7220,0.0,0.0,0.0
270,2023-06-09,C7230,0.0,0.0,0.0
271,2023-06-09,C7240,0.0,0.0,0.0
272,2023-06-09,C7250,0.0,0.0,0.0
273,2023-06-09,C7260,0.0,0.0,0.0
274,2023-06-09,C7270,0.0,0.0,0.0
275,2023-06-09,C7280,0.0,0.0,0.0
276,2023-06-09,C7290,0.0,0.0,0.0
277,2023-06-09,C7300,0.0,0.0,0.0
278,2023-06-09,C7310,0.0,0.0,0.0
279,2023-06-09,C7320,0.0,0.0,0.0
280,2023-06-09,C7330,0.0,0.0,0.0
281,2023-06-09,C7340,0.0,0.0,0.0
282,2023-06-09,C7350,0.0,0.0,0.0
283,2023-06-09,C7360,0.0,0.0,0.0
284,2023-06-09,C7370,0.0,0.0,0.0
285,2023-06-09,C7380,0.0,0.0,0.0
286,2023-06-09,C7390,0.0,0.0,0.0
287,2023-06-09,C7400,0.0,0.0,0.0
288,2023-06-09,C7410,0.0,0.0,0.0
289,2023-06-09,C7420,0.0,0.0,0.0
290,2023-06-09,C7430,0.0,0.0,0.0
291,2023-06-09,C7440,0.0,0.0,0.0
292,2023-06-09,C7450,0.0,0.0,0.0
293,2023-06-09,C7460,0.0,0.0,0.0
294,2023-06-09,C7470,0.0,0.0,0.0
295,2023-06-09,C7480,0.0,0.0,0.0
296,2023-06-09,C7490,0.0,0.0,0.0
297,2023-06-09,C7500,0.0,0.0,0.0
298,2023-06-09,C7510,0.0,0.0,0.0
299,2023-06-09,C7520,0.0,0.0,0.0
300,2023-06-09,C7530,0.0,0.0,0.0
301,2023-06-09,C7540,0.0,0.0,0.0
302,2023-06-09,C7550,0.0,0.0,0.0
303,2023-06-09,C7560,0.0,0.0,0.0
304,2023-06-09,C7570,0.0,0.0,0.0
305,2023-06-09,C7580,0.0,0.0,0.0
306,2023-06-09,C7590,0.0,0.0,0.0
307,2023-06-09,C7600,0.0,0.0,0.0
308,2023-06-09,C7610,0.0,0.0,0.0
309,2023-06-09,C7620,0.0,0.0,0.0
310,2023-06-09,C7630,0.0,0.0,0.0
311,2023-06-09,C7640,0.0,0.0,0.0
312,2023-06-09,C7650,0.0,0.0,0.0
313,2023-06-09,C7660,0.0,0.0,0.0
314,2023-06-09,C7670,0.0,0.0,0.0
315,2023-06-09,C7680,0.0,0.0,0.0
316,2023-06-09,C7690,0.0,0.0,0.0
317,2023-06-09,C7700,0.0,0.0,0.0
318,2023-06-09,C7710,0.0,0.0,0.0
319,2023-06-09,C7720,0.0,0.0,0.0
320,2023-06-09,C7730,0.0,0.0,0.0
321,2023-06-09,C7740,0.0,0.0,0.0
322,2023-06-09,C7750,0.0,0.0,0.0
323,2023-06-09,C7760,0.0,0.0,0.0
324,2023-06-23,C010,0.0,0.0,0.0
325,2023-06-23,C020,0.0,0.0,0.0
326,2023-06-23,C030,0.0,0.0,0.0
327,2023-06-23,C040,0.0,0.0,0.0
328,2023-06-23,C050,0.0,0.0,0.0
329,2023-06-23,C060,0.0,0.0,0.0
330,2023-06-23,C070,0.0,0.0,0.0
331,2023-06-23,C080,0.0,0.0,0.0
332,2023-06-23,C090,0.0,0.0,0.0
333,2023-06-23,C100,0.0,0.0,0.0
334,2023-06-23,C110,0.0,0.0,0.0
335,2023-06-23,C120,0.0,0.0,0.0
336,2023-06-23,C130,0.0,0.0,0.0
337,2023-06-23,C140,0.0,0.0,0.0
338,2023-06-23,C150,0.0,0.0,0.0
339,2023-06-23,C160,0.0,0.0,0.0
340,2023-06-23,C170,0.0,0.0,0.0
341,2023-06-23,C180,0.0,0.0,0.0
342,2023-06-23,C190,0.0,0.0,0.0
343,2023-06-23,C200,0.0,0.0,0.0
344,2023-06-23,C210,0.0,0.0,0.0
345,2023-06-23,C220,0.0,0.0,0.0
346,2023-06-23,C6010,0.0,0.0,0.0
347,2023-06-23,C6020,0.0,0.0,0.0
348,2023-06-23,C6030,0.0,0.0,0.0
349,2023-06-23,C6040,0.0,0.0,0.0
350,2023-06-23,C6050,0.0,0.0,0.0
351,2023-06-23,C6060,0.0,0.0,0.0
352,2023-06-23,C6070,0.0,0.0,0.0
353,2023-06-23,C6080,0.0,0.0,0.0
354,2023-06-23,C6090,0.0,0.0,0.0
355,2023-06-23,C7000,0.0,0.0,0.0
356,2023-06-23,C7010,0.0,0.0,0.0
357,2023-06-23,C7020,0.0,0.0,0.0
358,2023-06-23,C7030,0.0,0.0,0.0
359,2023-06-23,C7040,0.0,0.0,0.0
360,2023-06-23,C7050,0.0,0.0,0.0
361,2023-06-23,C7060,0.0,0.0,0.0
362,2023-06-23,C7070,0.0,0.0,0.0
363,2023-06-23,C7080,0.0,0.0,0.0
364,2023-06-23,C7090,0.0,0.0,0.0
365,2023-06-23,C7100,0.0,0.0,0.0
366,2023-06-23,C7110,0.0,0.0,0.0
367,2023-06-23,C7120,0.0,0.0,0.0
368,2023-06-23,C7130,0.0,0.0,0.0
369,2023-06-23,C7140,0.0,0.0,0.0
370,2023-06-23,C7150,0.0,0.0,0.0
371,2023-06-23,C7160,0.0,0.0,0.0
372,2023-06-23,C7170,0.0,0.0,0.0
373,2023-06-23,C7180,0.0,0.0,0.0
374,2023-06-23,C7190,0.0,0.0,0.0
375,2023-06-23,C7200,0.0,0.0,0.0
376,2023-06-23,C7210,0.0,0.0,0.0
377,2023-06-23,C7220,0.0,0.0,0.0
378,2023-06-23,C7230,0.0,0.0,0.0
379,2023-06-23,C7240,0.0,0.0,0.0
380,2023-06-23,C7250,0.0,0.0,0.0
381,2023-06-23,C7260,0.0,0.0,0.0
382,2023-06-23,C7270,0.0,0.0,0.0
383,2023-06-23,C7280,0.0,0.0,0.0
384,2023-06-23,C7290,0.0,0.0,0.0
385,2023-06-23,C7300,0.0,0.0,0.0
386,2023-06-23,C7310,0.0,0.0,0.0
387,2023-06-23,C7320,0.0,0.0,0.0
388,2023-06-23,C7330,0.0,0.0,0.0
389,2023-06-23,C7340,0.0,0.0,0.0
390,2023-06-23,C7350,0.0,0.0,0.0
391,2023-06-23,C7360,0.0,0.0,0.0
392,2023-06-23,C7370,0.0,0.0,0.0
393,2023-06-23,C7380,0.0,0.0,0.0
394,2023-06-23,C7390,0.0,0.0,0.0
395,2023-06-23,C7400,0.0,0.0,0.0
396,2023-06-23,C7410,0.0,0.0,0.0
397,2023-06-23,C7420,0.0,0.0,0.0
398,2023-06-23,C7430,0.0,0.0,0.0
399,2023-06-23,C7440,0.0,0.0,0.0
400,2023-06-23,C7450,0.0,0.0,0.0
401,2023-06-23,C7460,0.0,0.0,0.0
402,2023-06-23,C7470,0.0,0.0,0.0
403,2023-06-23,C7480,0.0,0.0,0.0
404,2023-06-23,C7490,0.0,0.0,0.0
405,2023-06-23,C7500,0.0,0.0,0.0
406,2023-06-23,C7510,0.0,0.0,0.0
407,2023-06-23,C7520,0.0,0.0,0.0
408,2023-06-23,C7530,0.0,0.0,0.0
409,2023-06-23,C7540,0.0,0.0,0.0
410,2023-06-23,C7550,0.0,0.0,0.0
411,2023-06-23,C7560,0.0,0.0,0.0
412,2023-06-23,C7570,0.0,0.0,0.0
413,2023-06-23,C7580,0.0,0.0,0.0
414,2023-06-23,C7590,0.0,0.0,0.0
415,2023-06-23,C7600,0.0,0.0,0.0
416,2023-06-23,C7610,0.0,0.0,0.0
417,2023-06-23,C7620,0.0,0.0,0.0
418,2023-06-23,C7630,0.0,0.0,0.0
419,2023-06-23,C7640,0.0,0.0,0.0
420,2023-06-23,C7650,0.0,0.0,0.0
421,2023-06-23,C7660,0.0,0.0,0.0
422,2023-06-23,C7670,0.0,0.0,0.0
423,2023-06-23,C7680,0.0,0.0,0.0
424,2023-06-23,C7690,0.0,0.0,0.0
425,2023-06-23,C7700,0.0,0.0,0.0
426,2023-06-23,C7710,0.0,0.0,0.0
427,2023-06-23,C7720,0.0,0.0,0.0
428,2023-06-23,C7730,0.0,0.0,0.0
429,2023-06-23,C7740,0.0,0.0,0.0
430,2023-06-23,C7750,0.0,0.0,0.0
431,2023-06-23,C7760,0.0,0.0,0.0
432,2023-06-26,C010,0.0,0.0,0.0
433,2023-06-26,C020,0.0,0.0,0.0
434,2023-06-26,C030,0.0,0.0,0.0
435,2023-06-26,C040,0.0,0.0,0.0
436,2023-06-26,C050,0.0,0.0,0.0
437,2023-06-26,C060,0.0,0.0,0.0
438,2023-06-26,C070,0.0,0.0,0.0
439,2023-06-26,C080,0.0,0.0,0.0
440,2023-06-26,C090,0.0,0.0,0.0
441,2023-06-26,C100,0.0,0.0,0.0
442,2023-06-26,C110,0.0,0.0,0.0
443,2023-06-26,C120,0.0,0.0,0.0
444,2023-06-26,C130,0.0,0.0,0.0
445,2023-06-26,C140,0.0,0.0,0.0
446,2023-06-26,C150,0.0,0.0,0.0
447,2023-06-26,C160,0.0,0.0,0.0
448,2023-06-26,C170,0.0,0.0,0.0
449,2023-06-26,C180,0.0,0.0,0.0
450,2023-06-26,C190,0.0,0.0,0.0
451,2023-06-26,C200,0.0,0.0,0.0
452,2023-06-26,C210,0.0,0.0,0.0
453,2023-06-26,C220,0.0,0.0,0.0
454,2023-06-26,C6010,0.0,0.0,0.0
455,2023-06-26,C6020,0.0,0.0,0.0
456,2023-06-26,C6030,0.0,0.0,0.0
457,2023-06-26,C6040,0.0,0.0,0.0
458,2023-06-26,C6050,0.0,0.0,0.0
459,2023-06-26,C6060,0.0,0.0,0.0
460,2023-06-26,C6070,0.0,0.0,0.0
461,2023-06-26,C6080,0.0,0.0,0.0
462,2023-06-26,C6090,0.0,0.0,0.0
463,2023-06-26,C7000,0.0,0.0,0.0
464,2023-06-26,C7010,0.0,0.0,0.0
465,2023-06-26,C7020,0.0,0.0,0.0
466,2023-06-26,C7030,0.0,0.0,0.0
467,2023-06-26,C7040,0.0,0.0,0.0
468,2023-06-26,C7050,0.0,0.0,0.0
469,2023-06-26,C7060,0.0,0.0,0.0
470,2023-06-26,C7070,0.0,0.0,0.0
471,2023-06-26,C7080,0.0,0.0,0.0
472,2023-06-26,C7090,0.0,0.0,0.0
473,2023-06-26,C7100,0.0,0.0,0.0
474,2023-06-26,C7110,0.0,0.0,0.0
475,2023-06-26,C7120,0.0,0.0,0.0
476,2023-06-26,C7130,0.0,0.0,0.0
477,2023-06-26,C7140,0.0,0.0,0.0
478,2023-06-26,C7150,0.0,0.0,0.0
479,2023-06-26,C7160,0.0,0.0,0.0
480,2023-06-26,C7170,0.0,0.0,0.0
481,2023-06-26,C7180,0.0,0.0,0.0
482,2023-06-26,C7190,0.0,0.0,0.0
483,2023-06-26,C7200,0.0,0.0,0.0
484,2023-06-26,C7210,0.0,0.0,0.0
485,2023-06-26,C7220,0.0,0.0,0.0
486,2023-06-26,C7230,0.0,0.0,0.0
487,2023-06-26,C7240,0.0,0.0,0.0
488,2023-06-26,C7250,0.0,0.0,0.0
489,2023-06-26,C7260,0.0,0.0,0.0
490,2023-06-26,C7270,0.0,0.0,0.0
491,2023-06-26,C7280,0.0,0.0,0.0
492,2023-06-26,C7290,0.0,0.0,0.0
493,2023-06-26,C7300,0.0,0.0,0.0
494,2023-06-26,C7310,0.0,0.0,0.0
495,2023-06-26,C7320,0.0,0.0,0.0
496,2023-06-26,C7330,0.0,0.0,0.0
497,2023-06-26,C7340,0.0,0.0,0.0
498,2023-06-26,C7350,0.0,0.0,0.0
499,2023-06-26,C7360,0.0,0.0,0.0
500,2023-06-26,C7370,0.0,0.0,0.0
501,2023-06-26,C7380,0.0,0.0,0.0
502,2023-06-26,C7390,0.0,0.0,0.0
503,2023-06-26,C7400,0.0,0.0,0.0
504,2023-06-26,C7410,0.0,0.0,0.0
505,2023-06-26,C7420,0.0,0.0,0.0
506,2023-06-26,C7430,0.0,0.0,0.0
507,2023-06-26,C7440,0.0,0.0,0.0
508,2023-06-26,C7450,0.0,0.0,0.0
509,2023-06-26,C7460,0.0,0.0,0.0
510,2023-06-26,C7470,0.0,0.0,0.0
511,2023-06-26,C7480,0.0,0.0,0.0
512,2023-06-26,C7490,0.0,0.0,0.0
513,2023-06-26,C7500,0.0,0.0,0.0
514,2023-06-26,C7510,0.0,0.0,0.0
515,2023-06-26,C7520,0.0,0.0,0.0
516,2023-06-26,C7530,0.0,0.0,0.0
517,2023-06-26,C7540,0.0,0.0,0.0
518,2023-06-26,C7550,0.0,0.0,0.0
519,2023-06-26,C7560,0.0,0.0,0.0
520,2023-06-26,C7570,0.0,0.0,0.0
521,2023-06-26,C7580,0.0,0.0,0.0
522,2023-06-26,C7590,0.0,0.0,0.0
523,2023-06-26,C7600,0.0,0.0,0.0
524,2023-06-26,C7610,0.0,0.0,0.0
525,2023-06-26,C7620,0.0,0.0,0.0
526,2023-06-26,C7630,0.0,0.0,0.0
527,2023-06-26,C7640,0.0,0.0,0.0
528,2023-06-26,C7650,0.0,0.0,0.0
529,2023-06-26,C7660,0.0,0.0,0.0
530,2023-06-26,C7670,0.0,0.0,0.0
531,2023-06-26,C7680,0.0,0.0,0.0
